-13.943998,-0.063445,0.000000
-13.943998,-0.064142,0.000000
-13.943998,-0.064840,0.000000
-13.943998,-0.065537,0.000000
-13.943998,-0.066234,0.000000
-13.943998,-0.066931,0.000000
-13.943998,-0.067628,0.000000
-13.943998,-0.068326,0.000000
-13.943998,-0.069023,0.000000
-13.943998,-0.069720,0.000000
-13.943998,-0.070417,0.000000
-13.943998,-0.071114,0.000000
-13.943998,-0.071812,0.000000
-13.943998,-0.072509,0.000000
-13.943998,-0.073206,0.000000
-13.943998,-0.073903,0.000000
-13.943998,-0.074600,0.000000
-13.943998,-0.075298,0.000000
-13.943998,-0.075995,0.000000
-13.943998,-0.076692,0.000000
-13.943998,-0.077389,0.000000
-13.943998,-0.078086,0.000000
-13.943998,-0.078784,0.000000
-13.943998,-0.079481,0.000000
-13.943998,-0.080178,0.000000
-13.943998,-0.080875,0.000000
-13.943998,-0.081572,0.000000
-13.943998,-0.082270,0.000000
-13.943998,-0.082967,0.000000
-13.943998,-0.083664,0.000000
-13.943998,-0.084361,0.000000
-13.943998,-0.085058,0.000000
-13.943998,-0.085756,0.000000
-13.943998,-0.086453,0.000000
-13.943998,-0.087150,0.000000
-13.943998,-0.087847,0.000000
-13.943998,-0.088544,0.000000
-13.943998,-0.089242,0.000000
-13.943998,-0.089939,0.000000
-13.943998,-0.090636,0.000000
-13.943998,-0.091333,0.000000
-13.943998,-0.092030,0.000000
-13.943998,-0.092728,0.000000
-13.943998,-0.093425,0.000000
-13.943998,-0.094122,0.000000
-13.943998,-0.094819,0.000000
-13.943998,-0.095516,0.000000
-13.943998,-0.096214,0.000000
-13.943998,-0.096911,0.000000
-13.943998,-0.097608,0.000000
-13.943998,-0.098305,0.000000
-13.943998,-0.099003,0.000000
-13.943998,-0.099700,0.000000
-13.943998,-0.100397,0.000000
-13.943998,-0.101094,0.000000
-13.943998,-0.101791,0.000000
-13.943998,-0.102489,0.000000
-13.943998,-0.103186,0.000000
-13.943998,-0.103883,0.000000
-13.943998,-0.104580,0.000000
-13.943998,-0.105277,0.000000
-13.943998,-0.105975,0.000000
-13.943998,-0.106672,0.000000
-13.943998,-0.107369,0.000000
-13.943998,-0.108066,0.000000
-14.351999,-0.108784,-2.550006
-14.351999,-0.109501,0.000000
-14.351999,-0.110219,0.000000
-14.351999,-0.110937,0.000000
-14.351999,-0.111654,0.000000
-14.351999,-0.112372,0.000000
-14.351999,-0.113089,0.000000
-14.351999,-0.113807,0.000000
-14.351999,-0.114525,0.000000
-14.351999,-0.115242,0.000000
-14.351999,-0.115960,0.000000
-14.351999,-0.116677,0.000000
-14.351999,-0.117395,0.000000
-14.351999,-0.118113,0.000000
-14.351999,-0.118830,0.000000
-14.351999,-0.119548,0.000000
-14.351999,-0.120265,0.000000
-14.351999,-0.120983,0.000000
-14.351999,-0.121701,0.000000
-14.351999,-0.122418,0.000000
-14.351999,-0.123136,0.000000
-14.351999,-0.123853,0.000000
-14.351999,-0.124571,0.000000
-14.351999,-0.125289,0.000000
-14.351999,-0.126006,0.000000
-14.351999,-0.126724,0.000000
-14.351999,-0.127441,0.000000
-14.351999,-0.128159,0.000000
-14.351999,-0.128877,0.000000
-14.351999,-0.129594,0.000000
-14.351999,-0.130312,0.000000
-14.351999,-0.131029,0.000000
-14.351999,-0.131747,0.000000
-14.351999,-0.132465,0.000000
-14.351999,-0.133182,0.000000
-14.351999,-0.133900,0.000000
-14.351999,-0.134617,0.000000
-14.351999,-0.135335,0.000000
-14.351999,-0.136053,0.000000
-14.351999,-0.136770,0.000000
-14.351999,-0.137488,0.000000
-14.351999,-0.138205,0.000000
-14.351999,-0.138923,0.000000
-14.351999,-0.139641,0.000000
-14.351999,-0.140358,0.000000
-14.351999,-0.141076,0.000000
-14.351999,-0.141793,0.000000
-14.351999,-0.142511,0.000000
-14.351999,-0.143228,0.000000
-14.351999,-0.143946,0.000000
-14.351999,-0.144664,0.000000
-14.351999,-0.145381,0.000000
-14.351999,-0.146099,0.000000
-14.351999,-0.146816,0.000000
-14.351999,-0.147534,0.000000
-14.351999,-0.148252,0.000000
-14.351999,-0.148969,0.000000
-14.351999,-0.149687,0.000000
-14.351999,-0.150404,0.000000
-14.351999,-0.151122,0.000000
-14.351999,-0.151840,0.000000
-14.351999,-0.152557,0.000000
-14.351999,-0.153275,0.000000
-14.351999,-0.153992,0.000000
-14.351999,-0.154710,0.000000
-14.351999,-0.155428,0.000000
-14.351999,-0.156145,0.000000
-14.351999,-0.156863,0.000000
-14.351999,-0.157580,0.000000
-14.351999,-0.158298,0.000000
-14.351999,-0.159016,0.000000
-14.351999,-0.159733,0.000000
-14.351999,-0.160451,0.000000
-14.351999,-0.161168,0.000000
-14.351999,-0.161886,0.000000
-14.351999,-0.162604,0.000000
-14.351999,-0.163321,0.000000
-14.351999,-0.164039,0.000000
-14.351999,-0.164756,0.000000
-14.351999,-0.165474,0.000000
-14.351999,-0.166192,0.000000
-14.351999,-0.166909,0.000000
-14.351999,-0.167627,0.000000
-14.351999,-0.168344,0.000000
-14.351999,-0.169062,0.000000
-15.167999,-0.169820,-5.100000
-15.167999,-0.170579,0.000000
-15.167999,-0.171337,0.000000
-15.167999,-0.172095,0.000000
-15.167999,-0.172854,0.000000
-15.167999,-0.173612,0.000000
-15.167999,-0.174371,0.000000
-15.167999,-0.175129,0.000000
-15.167999,-0.175887,0.000000
-15.167999,-0.176646,0.000000
-15.167999,-0.177404,0.000000
-15.167999,-0.178163,0.000000
-15.167999,-0.178921,0.000000
-15.167999,-0.179679,0.000000
-15.167999,-0.180438,0.000000
-15.167999,-0.181196,0.000000
-15.167999,-0.181955,0.000000
-15.167999,-0.182713,0.000000
-15.167999,-0.183471,0.000000
-15.167999,-0.184230,0.000000
-15.167999,-0.184988,0.000000
-15.167999,-0.185747,0.000000
-15.167999,-0.186505,0.000000
-15.167999,-0.187263,0.000000
-15.167999,-0.188022,0.000000
-15.167999,-0.188780,0.000000
-15.167999,-0.189539,0.000000
-15.167999,-0.190297,0.000000
-15.167999,-0.191055,0.000000
-15.167999,-0.191814,0.000000
-15.167999,-0.192572,0.000000
-15.167999,-0.193331,0.000000
-15.167999,-0.194089,0.000000
-15.167999,-0.194847,0.000000
-15.167999,-0.195606,0.000000
-15.167999,-0.196364,0.000000
-15.167999,-0.197123,0.000000
-15.167999,-0.197881,0.000000
-15.167999,-0.198639,0.000000
-15.167999,-0.199398,0.000000
-15.167999,-0.200156,0.000000
-15.167999,-0.200914,0.000000
-15.167999,-0.201673,0.000000
-15.167999,-0.202431,0.000000
-15.167999,-0.203190,0.000000
-15.167999,-0.203948,0.000000
-15.167999,-0.204706,0.000000
-15.167999,-0.205465,0.000000
-15.167999,-0.206223,0.000000
-15.167999,-0.206982,0.000000
-15.167999,-0.207740,0.000000
-15.167999,-0.208498,0.000000
-15.167999,-0.209257,0.000000
-15.167999,-0.210015,0.000000
-15.167999,-0.210774,0.000000
-15.167999,-0.211532,0.000000
-15.167999,-0.212290,0.000000
-15.167999,-0.213049,0.000000
-15.167999,-0.213807,0.000000
-15.167999,-0.214566,0.000000
-15.167999,-0.215324,0.000000
-15.167999,-0.216082,0.000000
-15.167999,-0.216841,0.000000
-15.167999,-0.217599,0.000000
-15.167999,-0.218358,0.000000
-15.167999,-0.219116,0.000000
-15.167999,-0.219874,0.000000
-15.167999,-0.220633,0.000000
-15.167999,-0.221391,0.000000
-15.167999,-0.222150,0.000000
-15.167999,-0.222908,0.000000
-15.167999,-0.223666,0.000000
-15.167999,-0.224425,0.000000
-15.167999,-0.225183,0.000000
-15.167999,-0.225942,0.000000
-15.167999,-0.226700,0.000000
-15.167999,-0.227458,0.000000
-15.167999,-0.228217,0.000000
-15.167999,-0.228975,0.000000
-15.167999,-0.229733,0.000000
-15.167999,-0.230492,0.000000
-15.167999,-0.231250,0.000000
-15.167999,-0.232009,0.000000
-15.167999,-0.232767,0.000000
-8.640001,-0.233199,40.799988
-8.640001,-0.233631,0.000000
-8.640001,-0.234063,0.000000
-8.640001,-0.234495,0.000000
-8.640001,-0.234927,0.000000
-8.640001,-0.235359,0.000000
-8.640001,-0.235791,0.000000
-8.640001,-0.236223,0.000000
-8.640001,-0.236655,0.000000
-8.640001,-0.237087,0.000000
-8.640001,-0.237519,0.000000
-8.640001,-0.237951,0.000000
-8.640001,-0.238383,0.000000
-8.640001,-0.238815,0.000000
-8.640001,-0.239247,0.000000
-8.640001,-0.239679,0.000000
-8.640001,-0.240111,0.000000
-8.640001,-0.240543,0.000000
-8.640001,-0.240975,0.000000
-8.640001,-0.241407,0.000000
-8.640001,-0.241839,0.000000
-8.640001,-0.242271,0.000000
-8.640001,-0.242703,0.000000
-8.640001,-0.243135,0.000000
-8.640001,-0.243567,0.000000
-8.640001,-0.243999,0.000000
-8.640001,-0.244431,0.000000
-8.640001,-0.244863,0.000000
-8.640001,-0.245295,0.000000
-8.640001,-0.245727,0.000000
-8.640001,-0.246159,0.000000
-8.640001,-0.246591,0.000000
-8.640001,-0.247023,0.000000
-8.640001,-0.247455,0.000000
-8.640001,-0.247887,0.000000
-8.640001,-0.248319,0.000000
-8.640001,-0.248751,0.000000
-8.640001,-0.249183,0.000000
-8.640001,-0.249615,0.000000
-8.640001,-0.250047,0.000000
-8.640001,-0.250479,0.000000
-8.640001,-0.250911,0.000000
-8.640001,-0.251343,0.000000
-8.640001,-0.251775,0.000000
-8.640001,-0.252207,0.000000
-8.640001,-0.252639,0.000000
-8.640001,-0.253071,0.000000
-8.640001,-0.253503,0.000000
-8.640001,-0.253935,0.000000
-8.640001,-0.254367,0.000000
-8.640001,-0.254799,0.000000
-8.640001,-0.255231,0.000000
-8.640001,-0.255663,0.000000
-8.640001,-0.256095,0.000000
-8.640001,-0.256527,0.000000
-8.640001,-0.256959,0.000000
-8.640001,-0.257391,0.000000
-8.640001,-0.257823,0.000000
-8.640001,-0.258255,0.000000
-8.640001,-0.258687,0.000000
-8.640001,-0.259119,0.000000
-8.640001,-0.259551,0.000000
-8.640001,-0.259983,0.000000
-8.640001,-0.260415,0.000000
-8.640001,-0.260847,0.000000
-8.640001,-0.261279,0.000000
-8.640001,-0.261711,0.000000
-8.640001,-0.262143,0.000000
-8.640001,-0.262575,0.000000
-8.640001,-0.263007,0.000000
-8.640001,-0.263440,0.000000
-8.640001,-0.263872,0.000000
-8.640001,-0.264304,0.000000
-8.640001,-0.264736,0.000000
-8.640001,-0.265168,0.000000
-8.640001,-0.265600,0.000000
-8.640001,-0.266032,0.000000
-8.640001,-0.266464,0.000000
-8.640001,-0.266896,0.000000
-8.640001,-0.267328,0.000000
-8.640001,-0.267760,0.000000
-8.640001,-0.268192,0.000000
-8.640001,-0.268624,0.000000
-8.640001,-0.269056,0.000000
-8.640001,-0.269488,0.000000
-8.640001,-0.269920,0.000000
-8.640001,-0.270352,0.000000
-8.640001,-0.270784,0.000000
-8.640001,-0.271216,0.000000
-8.640001,-0.271648,0.000000
-8.640001,-0.272080,0.000000
-8.640001,-0.272512,0.000000
-8.640001,-0.272944,0.000000
-8.640001,-0.273376,0.000000
-8.640001,-0.273808,0.000000
-8.640001,-0.274240,0.000000
-8.640001,-0.274672,0.000000
-8.640001,-0.275104,0.000000
-8.640001,-0.275536,0.000000
-8.640001,-0.275968,0.000000
-8.640001,-0.276400,0.000000
-8.640001,-0.276832,0.000000
-8.640001,-0.277264,0.000000
-8.640001,-0.277696,0.000000
-8.640001,-0.278128,0.000000
-8.640001,-0.278560,0.000000
-8.640001,-0.278992,0.000000
-8.640001,-0.279424,0.000000
-8.640001,-0.279856,0.000000
-8.640001,-0.280288,0.000000
-8.640001,-0.280720,0.000000
-8.640001,-0.281152,0.000000
-8.640001,-0.281584,0.000000
-8.640001,-0.282016,0.000000
-8.640001,-0.282448,0.000000
-8.640001,-0.282880,0.000000
-8.640001,-0.283312,0.000000
-8.640001,-0.283744,0.000000
-8.640001,-0.284176,0.000000
-8.640001,-0.284608,0.000000
-8.640001,-0.285040,0.000000
-8.640001,-0.285472,0.000000
-8.640001,-0.285904,0.000000
-8.640001,-0.286336,0.000000
-8.640001,-0.286768,0.000000
-8.640001,-0.287200,0.000000
-8.640001,-0.287632,0.000000
-8.640001,-0.288064,0.000000
-8.640001,-0.288496,0.000000
-8.640001,-0.288928,0.000000
-8.640001,-0.289360,0.000000
-8.640001,-0.289792,0.000000
-8.640001,-0.290224,0.000000
-8.640001,-0.290656,0.000000
-8.640001,-0.291088,0.000000
-8.640001,-0.291520,0.000000
-8.640001,-0.291952,0.000000
-8.640001,-0.292384,0.000000
-8.640001,-0.292816,0.000000
-8.640001,-0.293249,0.000000
-8.640001,-0.293681,0.000000
-8.640001,-0.294113,0.000000
-8.640001,-0.294545,0.000000
-8.640001,-0.294977,0.000000
-8.640001,-0.295409,0.000000
-8.640001,-0.295841,0.000000
-8.640001,-0.296273,0.000000
-8.640001,-0.296705,0.000000
-8.640001,-0.297137,0.000000
-8.640001,-0.297569,0.000000
-8.640001,-0.298001,0.000000
-8.640001,-0.298433,0.000000
-8.640001,-0.298865,0.000000
-8.640001,-0.299297,0.000000
-8.640001,-0.299729,0.000000
-8.640001,-0.300161,0.000000
-8.640001,-0.300593,0.000000
-8.640001,-0.301025,0.000000
-8.640001,-0.301457,0.000000
-8.640001,-0.301889,0.000000
-8.640001,-0.302321,0.000000
-8.640001,-0.302753,0.000000
-8.640001,-0.303185,0.000000
-8.640001,-0.303617,0.000000
-8.640001,-0.304049,0.000000
-8.640001,-0.304481,0.000000
-8.640001,-0.304913,0.000000
-8.640001,-0.305345,0.000000
-8.640001,-0.305777,0.000000
-8.640001,-0.306209,0.000000
-13.536003,-0.306886,-30.600012
-13.536003,-0.307563,0.000000
-13.536003,-0.308239,0.000000
-13.536003,-0.308916,0.000000
-13.536003,-0.309593,0.000000
-13.536003,-0.310270,0.000000
-13.536003,-0.310947,0.000000
-13.536003,-0.311623,0.000000
-13.536003,-0.312300,0.000000
-13.536003,-0.312977,0.000000
-13.536003,-0.313654,0.000000
-13.536003,-0.314331,0.000000
-13.536003,-0.315007,0.000000
-13.536003,-0.315684,0.000000
-13.536003,-0.316361,0.000000
-13.536003,-0.317038,0.000000
-13.536003,-0.317715,0.000000
-13.536003,-0.318392,0.000000
-13.536003,-0.319068,0.000000
-13.536003,-0.319745,0.000000
-13.536003,-0.320422,0.000000
-13.536003,-0.321099,0.000000
-13.536003,-0.321776,0.000000
-13.536003,-0.322452,0.000000
-13.536003,-0.323129,0.000000
-13.536003,-0.323806,0.000000
-13.536003,-0.324483,0.000000
-13.536003,-0.325160,0.000000
-13.536003,-0.325836,0.000000
-13.536003,-0.326513,0.000000
-13.536003,-0.327190,0.000000
-13.536003,-0.327867,0.000000
-13.536003,-0.328544,0.000000
-13.536003,-0.329221,0.000000
-13.536003,-0.329897,0.000000
-13.536003,-0.330574,0.000000
-13.536003,-0.331251,0.000000
-13.536003,-0.331928,0.000000
-13.536003,-0.332605,0.000000
-13.536003,-0.333281,0.000000
-13.536003,-0.333958,0.000000
-13.536003,-0.334635,0.000000
-13.536003,-0.335312,0.000000
-13.536003,-0.335989,0.000000
-13.536003,-0.336665,0.000000
-13.536003,-0.337342,0.000000
-13.536003,-0.338019,0.000000
-13.536003,-0.338696,0.000000
-13.536003,-0.339373,0.000000
-13.536003,-0.340049,0.000000
-13.536003,-0.340726,0.000000
-13.536003,-0.341403,0.000000
-13.536003,-0.342080,0.000000
-13.536003,-0.342757,0.000000
-13.536003,-0.343434,0.000000
-13.536003,-0.344110,0.000000
-13.536003,-0.344787,0.000000
-13.536003,-0.345464,0.000000
-13.536003,-0.346141,0.000000
-13.536003,-0.346818,0.000000
-13.536003,-0.347494,0.000000
-13.536003,-0.348171,0.000000
-13.536003,-0.348848,0.000000
-13.536003,-0.349525,0.000000
-13.536003,-0.350202,0.000000
-13.536003,-0.350878,0.000000
-13.536003,-0.351555,0.000000
-13.536003,-0.352232,0.000000
-13.536003,-0.352909,0.000000
-13.536003,-0.353586,0.000000
-13.536003,-0.354263,0.000000
-13.536003,-0.354939,0.000000
-13.536003,-0.355616,0.000000
-13.536003,-0.356293,0.000000
-13.536003,-0.356970,0.000000
-13.536003,-0.357647,0.000000
-13.536003,-0.358323,0.000000
-13.536003,-0.359000,0.000000
-13.536003,-0.359677,0.000000
-13.536003,-0.360354,0.000000
-13.536003,-0.361031,0.000000
-13.536003,-0.361707,0.000000
-13.536003,-0.362384,0.000000
-13.536003,-0.363061,0.000000
-13.536003,-0.363738,0.000000
-11.904002,-0.364333,10.200006
-11.904002,-0.364928,0.000000
-11.904002,-0.365523,0.000000
-11.904002,-0.366119,0.000000
-11.904002,-0.366714,0.000000
-11.904002,-0.367309,0.000000
-11.904002,-0.367904,0.000000
-11.904002,-0.368500,0.000000
-11.904002,-0.369095,0.000000
-11.904002,-0.369690,0.000000
-11.904002,-0.370285,0.000000
-11.904002,-0.370880,0.000000
-11.904002,-0.371476,0.000000
-11.904002,-0.372071,0.000000
-11.904002,-0.372666,0.000000
-11.904002,-0.373261,0.000000
-11.904002,-0.373856,0.000000
-11.904002,-0.374452,0.000000
-11.904002,-0.375047,0.000000
-11.904002,-0.375642,0.000000
-11.904002,-0.376237,0.000000
-11.904002,-0.376833,0.000000
-11.904002,-0.377428,0.000000
-11.904002,-0.378023,0.000000
-11.904002,-0.378618,0.000000
-11.904002,-0.379213,0.000000
-11.904002,-0.379809,0.000000
-11.904002,-0.380404,0.000000
-11.904002,-0.380999,0.000000
-11.904002,-0.381594,0.000000
-11.904002,-0.382189,0.000000
-11.904002,-0.382785,0.000000
-11.904002,-0.383380,0.000000
-11.904002,-0.383975,0.000000
-11.904002,-0.384570,0.000000
-11.904002,-0.385165,0.000000
-11.904002,-0.385761,0.000000
-11.904002,-0.386356,0.000000
-11.904002,-0.386951,0.000000
-11.904002,-0.387546,0.000000
-11.904002,-0.388142,0.000000
-11.904002,-0.388737,0.000000
-11.904002,-0.389332,0.000000
-11.904002,-0.389927,0.000000
-11.904002,-0.390522,0.000000
-11.904002,-0.391118,0.000000
-11.904002,-0.391713,0.000000
-11.904002,-0.392308,0.000000
-11.904002,-0.392903,0.000000
-11.904002,-0.393498,0.000000
-11.904002,-0.394094,0.000000
-11.904002,-0.394689,0.000000
-11.904002,-0.395284,0.000000
-11.904002,-0.395879,0.000000
-11.904002,-0.396475,0.000000
-11.904002,-0.397070,0.000000
-11.904002,-0.397665,0.000000
-11.904002,-0.398260,0.000000
-11.904002,-0.398855,0.000000
-11.904002,-0.399451,0.000000
-11.904002,-0.400046,0.000000
-11.904002,-0.400641,0.000000
-11.904002,-0.401236,0.000000
-11.904002,-0.401831,0.000000
-11.904002,-0.402427,0.000000
-11.904002,-0.403022,0.000000
-11.904002,-0.403617,0.000000
-11.904002,-0.404212,0.000000
-11.904002,-0.404807,0.000000
-11.904002,-0.405403,0.000000
-11.904002,-0.405998,0.000000
-11.904002,-0.406593,0.000000
-11.904002,-0.407188,0.000000
-11.904002,-0.407784,0.000000
-11.904002,-0.408379,0.000000
-11.904002,-0.408974,0.000000
-11.904002,-0.409569,0.000000
-11.904002,-0.410164,0.000000
-11.904002,-0.410760,0.000000
-11.904002,-0.411355,0.000000
-11.904002,-0.411950,0.000000
-11.904002,-0.412545,0.000000
-11.904002,-0.413140,0.000000
-11.904002,-0.413736,0.000000
-11.904002,-0.414331,0.000000
-0.888002,-0.414375,68.849998
-0.888002,-0.414420,0.000000
-0.888002,-0.414464,0.000000
-0.888002,-0.414508,0.000000
-0.888002,-0.414553,0.000000
-0.888002,-0.414597,0.000000
-0.888002,-0.414642,0.000000
-0.888002,-0.414686,0.000000
-0.888002,-0.414731,0.000000
-0.888002,-0.414775,0.000000
-0.888002,-0.414819,0.000000
-0.888002,-0.414864,0.000000
-0.888002,-0.414908,0.000000
-0.888002,-0.414953,0.000000
-0.888002,-0.414997,0.000000
-0.888002,-0.415041,0.000000
-0.888002,-0.415086,0.000000
-0.888002,-0.415130,0.000000
-0.888002,-0.415175,0.000000
-0.888002,-0.415219,0.000000
-0.888002,-0.415263,0.000000
-0.888002,-0.415308,0.000000
-0.888002,-0.415352,0.000000
-0.888002,-0.415397,0.000000
-0.888002,-0.415441,0.000000
-0.888002,-0.415485,0.000000
-0.888002,-0.415530,0.000000
-0.888002,-0.415574,0.000000
-0.888002,-0.415619,0.000000
-0.888002,-0.415663,0.000000
-0.888002,-0.415707,0.000000
-0.888002,-0.415752,0.000000
-0.888002,-0.415796,0.000000
-0.888002,-0.415841,0.000000
-0.888002,-0.415885,0.000000
-0.888002,-0.415929,0.000000
-0.888002,-0.415974,0.000000
-0.888002,-0.416018,0.000000
-0.888002,-0.416063,0.000000
-0.888002,-0.416107,0.000000
-0.888002,-0.416151,0.000000
-0.888002,-0.416196,0.000000
-0.888002,-0.416240,0.000000
-0.888002,-0.416285,0.000000
-0.888002,-0.416329,0.000000
-0.888002,-0.416374,0.000000
-0.888002,-0.416418,0.000000
-0.888002,-0.416462,0.000000
-0.888002,-0.416507,0.000000
-0.888002,-0.416551,0.000000
-0.888002,-0.416596,0.000000
-0.888002,-0.416640,0.000000
-0.888002,-0.416684,0.000000
-0.888002,-0.416729,0.000000
-0.888002,-0.416773,0.000000
-0.888002,-0.416818,0.000000
-0.888002,-0.416862,0.000000
-0.888002,-0.416906,0.000000
-0.888002,-0.416951,0.000000
-0.888002,-0.416995,0.000000
-0.888002,-0.417040,0.000000
-0.888002,-0.417084,0.000000
-0.888002,-0.417128,0.000000
-0.888002,-0.417173,0.000000
-0.888002,-0.417217,0.000000
-0.888002,-0.417262,0.000000
-0.888002,-0.417306,0.000000
-0.888002,-0.417350,0.000000
-0.888002,-0.417395,0.000000
-0.888002,-0.417439,0.000000
-0.888002,-0.417484,0.000000
-0.888002,-0.417528,0.000000
-0.888002,-0.417572,0.000000
-0.888002,-0.417617,0.000000
-0.888002,-0.417661,0.000000
-0.888002,-0.417706,0.000000
-0.888002,-0.417750,0.000000
-0.888002,-0.417794,0.000000
-0.888002,-0.417839,0.000000
-0.888002,-0.417883,0.000000
-0.888002,-0.417928,0.000000
-0.888002,-0.417972,0.000000
-0.888002,-0.418017,0.000000
-0.888002,-0.418061,0.000000
-0.888002,-0.418105,0.000000
5.231998,-0.417844,38.250004
5.231998,-0.417582,0.000000
5.231998,-0.417321,0.000000
5.231998,-0.417059,0.000000
5.231998,-0.416797,0.000000
5.231998,-0.416536,0.000000
5.231998,-0.416274,0.000000
5.231998,-0.416012,0.000000
5.231998,-0.415751,0.000000
5.231998,-0.415489,0.000000
5.231998,-0.415228,0.000000
5.231998,-0.414966,0.000000
5.231998,-0.414704,0.000000
5.231998,-0.414443,0.000000
5.231998,-0.414181,0.000000
5.231998,-0.413920,0.000000
5.231998,-0.413658,0.000000
5.231998,-0.413396,0.000000
5.231998,-0.413135,0.000000
5.231998,-0.412873,0.000000
5.231998,-0.412612,0.000000
5.231998,-0.412350,0.000000
5.231998,-0.412088,0.000000
5.231998,-0.411827,0.000000
5.231998,-0.411565,0.000000
5.231998,-0.411304,0.000000
5.231998,-0.411042,0.000000
5.231998,-0.410780,0.000000
5.231998,-0.410519,0.000000
5.231998,-0.410257,0.000000
5.231998,-0.409996,0.000000
5.231998,-0.409734,0.000000
5.231998,-0.409472,0.000000
5.231998,-0.409211,0.000000
5.231998,-0.408949,0.000000
5.231998,-0.408688,0.000000
5.231998,-0.408426,0.000000
5.231998,-0.408164,0.000000
5.231998,-0.407903,0.000000
5.231998,-0.407641,0.000000
5.231998,-0.407380,0.000000
5.231998,-0.407118,0.000000
5.231998,-0.406856,0.000000
5.231998,-0.406595,0.000000
5.231998,-0.406333,0.000000
5.231998,-0.406072,0.000000
5.231998,-0.405810,0.000000
5.231998,-0.405548,0.000000
5.231998,-0.405287,0.000000
5.231998,-0.405025,0.000000
5.231998,-0.404763,0.000000
5.231998,-0.404502,0.000000
5.231998,-0.404240,0.000000
5.231998,-0.403979,0.000000
5.231998,-0.403717,0.000000
5.231998,-0.403455,0.000000
5.231998,-0.403194,0.000000
5.231998,-0.402932,0.000000
5.231998,-0.402671,0.000000
5.231998,-0.402409,0.000000
5.231998,-0.402147,0.000000
5.231998,-0.401886,0.000000
5.231998,-0.401624,0.000000
5.231998,-0.401363,0.000000
5.231998,-0.401101,0.000000
5.231998,-0.400839,0.000000
5.231998,-0.400578,0.000000
5.231998,-0.400316,0.000000
5.231998,-0.400055,0.000000
5.231998,-0.399793,0.000000
5.231998,-0.399531,0.000000
5.231998,-0.399270,0.000000
5.231998,-0.399008,0.000000
5.231998,-0.398747,0.000000
5.231998,-0.398485,0.000000
5.231998,-0.398223,0.000000
5.231998,-0.397962,0.000000
5.231998,-0.397700,0.000000
